text	496	50	511	105
text	512	50	527	105
text	528	50	543	105
text	544	50	559	105
text	560	50	575	105
text	576	50	591	105
text	592	50	607	105
text	608	50	616	105
text	483	153	495	201
text	496	153	511	201
text	512	153	527	201
text	528	153	543	201
text	544	153	559	201
text	560	153	575	201
text	576	153	591	201
text	592	153	607	201
text	608	153	623	201
text	624	153	639	201
text	640	153	655	201
text	656	153	671	201
text	672	153	687	201
text	688	153	703	201
text	704	153	719	201
text	720	153	735	201
text	736	153	751	201
text	752	153	767	201
text	768	153	783	201
text	784	153	799	201
text	800	153	815	201
text	816	153	831	201
text	832	153	847	201
text	848	153	863	201
text	864	153	879	201
text	880	153	895	201
text	896	153	911	201
text	912	153	923	201
text	483	229	495	277
text	496	229	511	277
text	512	229	527	277
text	528	229	543	277
text	544	229	559	277
text	560	229	575	277
text	576	229	591	277
text	592	229	607	277
text	608	229	623	277
text	624	229	639	277
text	640	229	655	277
text	656	229	671	277
text	672	229	687	277
text	688	229	703	277
text	704	229	719	277
text	720	229	735	277
text	736	229	751	277
text	752	229	767	277
text	768	229	783	277
text	784	229	799	277
text	800	229	815	277
text	816	229	831	277
text	832	229	847	277
text	848	229	863	277
text	864	229	879	277
text	880	229	895	277
text	896	229	911	277
text	912	229	927	277
text	928	229	943	277
text	944	229	953	277
text	483	271	495	308
text	496	271	511	308
text	512	271	527	308
text	528	271	543	308
text	544	271	559	308
text	560	271	571	308
text	483	359	495	407
text	496	359	511	407
text	512	359	527	407
text	528	359	543	407
text	544	359	559	407
text	560	359	575	407
text	576	359	591	407
text	592	359	607	407
text	608	359	623	407
text	624	359	639	407
text	640	359	655	407
text	656	359	671	407
text	672	359	687	407
text	688	359	703	407
text	704	359	719	407
text	720	359	735	407
text	736	359	751	407
text	752	359	767	407
text	768	359	783	407
text	784	359	799	407
text	800	359	815	407
text	816	359	831	407
text	832	359	847	407
text	848	359	863	407
text	864	359	879	407
text	880	359	895	407
text	896	359	909	407
text	483	447	495	487
text	496	447	511	487
text	512	447	527	487
text	528	447	543	487
text	544	447	559	487
text	560	447	575	487
text	576	447	591	487
text	592	447	607	487
text	608	447	623	487
text	624	447	639	487
text	640	447	655	487
text	656	447	671	487
text	672	447	687	487
text	688	447	703	487
text	704	447	719	487
text	720	447	735	487
text	736	447	751	487
text	752	447	767	487
text	768	447	777	487
text	483	519	495	549
text	496	519	511	549
text	512	519	527	549
text	528	519	543	549
text	544	519	559	549
text	560	519	575	549
text	576	519	591	549
text	592	519	607	549
text	608	519	623	549
text	624	519	639	549
text	640	519	655	549
text	656	519	671	549
text	672	519	674	549
