text	506	46	511	111
text	512	46	527	111
text	528	46	543	111
text	544	46	559	111
text	560	46	575	111
text	576	46	591	111
text	592	46	607	111
text	608	46	623	111
text	624	46	639	111
text	640	46	655	111
text	656	46	671	111
text	672	46	687	111
text	688	46	703	111
text	704	46	705	111
text	506	159	511	214
text	512	159	527	214
text	528	159	543	214
text	544	159	559	214
text	560	159	575	214
text	576	159	591	214
text	592	159	607	214
text	608	159	623	214
text	624	159	639	214
text	640	159	655	214
text	656	159	671	214
text	672	159	687	214
text	688	159	703	214
text	704	159	719	214
text	720	159	735	214
text	736	159	751	214
text	752	159	767	214
text	768	159	783	214
text	784	159	799	214
text	800	159	815	214
text	816	159	831	214
text	832	159	847	214
text	848	159	863	214
text	864	159	879	214
text	880	159	895	214
text	896	159	911	214
text	912	159	927	214
text	928	159	943	214
text	944	159	955	214
text	502	251	511	308
text	512	251	527	308
text	528	251	543	308
text	544	251	559	308
text	560	251	575	308
text	576	251	591	308
text	592	251	607	308
text	608	251	623	308
text	624	251	639	308
text	640	251	655	308
text	501	367	511	423
text	512	367	527	423
text	528	367	543	423
text	544	367	559	423
text	560	367	575	423
text	576	367	591	423
text	592	367	607	423
text	608	367	623	423
text	624	367	639	423
text	640	367	655	423
text	656	367	671	423
text	672	367	687	423
text	688	367	703	423
text	704	367	719	423
text	720	367	735	423
text	736	367	751	423
text	752	367	767	423
text	768	367	783	423
text	784	367	799	423
text	800	367	815	423
text	816	367	831	423
text	832	367	847	423
text	848	367	863	423
text	864	367	879	423
text	880	367	895	423
text	896	367	911	423
text	912	367	927	423
text	928	367	943	423
text	944	367	954	423
text	504	462	511	509
text	512	462	527	509
text	528	462	543	509
text	544	462	559	509
text	560	462	575	509
text	576	462	591	509
text	592	462	607	509
text	608	462	623	509
text	624	462	639	509
text	640	462	655	509
text	656	462	671	509
text	672	462	687	509
text	688	462	703	509
text	704	462	719	509
text	720	462	735	509
text	736	462	751	509
text	752	462	768	509
