text	492	50	495	94
text	496	50	511	94
text	512	50	527	94
text	528	50	543	94
text	544	50	559	94
text	560	50	575	94
text	576	50	591	94
text	592	50	607	94
text	608	50	623	94
text	492	121	495	164
text	496	121	511	164
text	512	121	527	164
text	528	121	543	164
text	544	121	559	164
text	560	121	575	164
text	576	121	591	164
text	592	121	607	164
text	608	121	623	164
text	624	121	639	164
text	640	121	655	164
text	656	121	671	164
text	672	121	687	164
text	688	121	703	164
text	704	121	719	164
text	720	121	735	164
text	736	121	751	164
text	752	121	767	164
text	768	121	783	164
text	784	121	799	164
text	800	121	815	164
text	816	121	831	164
text	832	121	847	164
text	848	121	863	164
text	864	121	867	164
text	492	187	495	232
text	496	187	511	232
text	512	187	527	232
text	528	187	543	232
text	544	187	559	232
text	560	187	575	232
text	576	187	591	232
text	592	187	607	232
text	608	187	623	232
text	624	187	639	232
text	640	187	655	232
text	656	187	671	232
text	672	187	687	232
text	688	187	703	232
text	704	187	719	232
text	720	187	735	232
text	736	187	751	232
text	752	187	767	232
text	768	187	783	232
text	784	187	799	232
text	800	187	815	232
text	816	187	831	232
text	832	187	847	232
text	848	187	863	232
text	864	187	879	232
text	880	187	895	232
text	896	187	911	232
text	912	187	927	232
text	928	187	939	232
text	492	220	495	262
text	496	220	511	262
text	512	220	527	262
text	528	220	543	262
text	544	220	559	262
text	560	220	575	262
text	576	220	591	262
text	592	220	607	262
text	608	220	623	262
text	624	220	639	262
text	640	220	655	262
text	656	220	666	262
text	493	296	495	331
text	496	296	511	331
text	512	296	527	331
text	528	296	543	331
text	544	296	559	331
text	560	296	575	331
text	576	296	591	331
text	592	296	608	331
text	492	387	495	422
text	496	387	511	422
text	512	387	527	422
text	528	387	543	422
text	544	387	559	422
text	560	387	575	422
text	576	387	591	422
text	592	387	607	422
text	608	387	623	422
text	624	387	639	422
text	640	387	655	422
text	656	387	671	422
text	672	387	687	422
text	688	387	703	422
text	704	387	719	422
text	720	387	735	422
text	736	387	751	422
text	752	387	767	422
text	493	454	495	486
text	496	454	511	486
text	512	454	527	486
text	528	454	543	486
text	544	454	559	486
text	560	454	575	486
text	576	454	591	486
text	592	454	607	486
text	608	454	623	486
text	624	454	639	486
text	640	454	655	486
text	656	454	666	486
text	498	520	511	550
text	512	520	527	550
text	528	520	543	550
text	544	520	559	550
text	560	520	575	550
text	576	520	591	550
text	592	520	607	550
text	608	520	623	550
text	624	520	639	550
text	640	520	655	550
text	656	520	671	550
text	672	520	687	550
text	688	520	703	550
text	704	520	719	550
text	720	520	735	550
text	736	520	751	550
text	752	520	767	550
text	768	520	783	550
text	784	520	799	550
text	800	520	811	550
