text	473	148	479	190
text	480	148	495	190
text	496	148	511	190
text	512	148	527	190
text	528	148	543	190
text	544	148	559	190
text	560	148	575	190
text	576	148	591	190
text	592	148	607	190
text	608	148	623	190
text	624	148	639	190
text	640	148	655	190
text	656	148	671	190
text	672	148	687	190
text	688	148	703	190
text	704	148	719	190
text	720	148	735	190
text	736	148	751	190
text	752	148	767	190
text	768	148	783	190
text	784	148	799	190
text	800	148	815	190
text	816	148	831	190
text	832	148	847	190
text	848	148	863	190
text	468	212	479	260
text	480	212	495	260
text	496	212	511	260
text	512	212	527	260
text	528	212	543	260
text	544	212	559	260
text	560	212	575	260
text	576	212	591	260
text	592	212	607	260
text	608	212	623	260
text	624	212	639	260
text	640	212	655	260
text	656	212	671	260
text	672	212	687	260
text	688	212	703	260
text	704	212	719	260
text	720	212	735	260
text	736	212	751	260
text	752	212	767	260
text	768	212	783	260
text	784	212	799	260
text	800	212	815	260
text	816	212	831	260
text	832	212	847	260
text	848	212	863	260
text	864	212	871	260
text	468	261	479	307
text	480	261	495	307
text	496	261	511	307
text	512	261	527	307
text	528	261	543	307
text	544	261	559	307
text	560	261	575	307
text	576	261	591	307
text	592	261	607	307
text	608	261	623	307
text	624	261	639	307
text	640	261	655	307
text	656	261	671	307
text	672	261	687	307
text	688	261	703	307
text	704	261	719	307
text	720	261	735	307
text	736	261	751	307
text	752	261	767	307
text	768	261	783	307
text	784	261	799	307
text	800	261	815	307
text	816	261	831	307
text	832	261	847	307
text	848	261	863	307
text	864	261	871	307
text	468	308	479	348
text	480	308	495	348
text	496	308	511	348
text	512	308	527	348
text	528	308	543	348
text	544	308	559	348
text	560	308	575	348
text	576	308	591	348
text	592	308	607	348
text	608	308	623	348
text	624	308	639	348
text	640	308	655	348
text	656	308	671	348
text	672	308	687	348
text	688	308	703	348
text	704	308	719	348
text	720	308	735	348
text	736	308	751	348
text	752	308	767	348
text	768	308	783	348
text	784	308	799	348
text	800	308	806	348
text	467	461	479	502
text	480	461	495	502
text	496	461	511	502
text	512	461	527	502
text	528	461	543	502
text	544	461	559	502
text	560	461	575	502
text	576	461	591	502
text	592	461	607	502
text	608	461	623	502
text	624	461	639	502
text	640	461	655	502
text	656	461	671	502
text	672	461	687	502
text	688	461	703	502
text	704	461	719	502
text	720	461	735	502
text	736	461	751	502
text	752	461	767	502
text	768	461	783	502
text	784	461	799	502
text	800	461	815	502
text	816	461	832	502
text	780	517	783	548
text	784	517	799	548
text	800	517	815	548
text	816	517	831	548
text	832	517	847	548
text	848	517	863	548
text	864	517	879	548
text	880	517	895	548
text	896	517	910	548
text	467	524	479	550
text	480	524	495	550
text	496	524	511	550
text	512	524	527	550
text	528	524	543	550
text	544	524	559	550
text	560	524	575	550
text	576	524	591	550
text	592	524	607	550
text	608	524	623	550
text	624	524	639	550
text	640	524	650	550
text	480	50	495	106
text	496	50	511	106
text	512	50	527	106
text	528	50	543	106
text	544	50	559	106
text	560	50	575	106
text	576	50	591	106
text	592	50	608	106
